Code_Function	Message
"private val ownCapabilities: StateFlow<Set<String>> = channelState.filterNotNull().flatMapLatest { it.channelData }.map { it.ownCapabilities }.stateIn(scope =viewModelScope,started = SharingStarted.Eagerly,initialValue = setOf())"	Holds information about the abilities the current user is able to exercise in the given channel.
public val currentMessagesState: MessagesState get() = if (isInThread) threadMessagesState else messagesState	"State handler for the UI, which holds all the information the UI needs to render messages. It chooses between [threadMessagesState] and [messagesState] based on if we're in a thread or not."
private var messagesState: MessagesState by mutableStateOf(MessagesState())	"State of the screen, for [MessageMode.Normal]."
private var threadMessagesState: MessagesState by mutableStateOf(MessagesState())	"State of the screen, for [MessageMode.MessageThread]."
public var messageMode: MessageMode by mutableStateOf(MessageMode.Normal) private set	Holds the current [MessageMode] that's used for the messages list. [MessageMode.Normal] by default.
public var channel: Channel by mutableStateOf(Channel()) private set	The information for the current [Channel].
public var typingUsers: List<User> by mutableStateOf(emptyList()) private set	The list of typing users.
public var messageActions: Set<MessageAction> by mutableStateOf(mutableSetOf()) private set	"Set of currently active [MessageAction]s. Used to show things like edit, reply, delete and similar actions."
public val isInThread: Boolean get() = messageMode is MessageMode.MessageThread	Gives us information if we're currently in the [Thread] message mode.
public val isShowingOverlay: Boolean get() = messagesState.selectedMessageState != null || threadMessagesState.selectedMessageState != null	Gives us information if we have selected a message.
public val connectionState: StateFlow<ConnectionState> by chatClient.clientState::connectionState	Gives us information about the online state of the device.
public val isOnline: Flow<Boolean> get() = chatClient.clientState.connectionState.map { it == ConnectionState.CONNECTED }	Gives us information about the online state of the device.
public val user: StateFlow<User?> get() = chatClient.clientState.user	Gives us information about the logged in user state.
private var threadJob: Job? = null	[Job] that's used to keep the thread data loading operations. We cancel it when the user goes out of the thread state.
private var lastLoadedMessage: Message? = null	"Represents the last loaded message in the list, for comparison when determining the [NewMessageState] for the screen."
private var lastLoadedThreadMessage: Message? = null	"Represents the last loaded message in the thread, for comparison when determining the NewMessage"
private var lastSeenChannelMessage: Message? by mutableStateOf(null)	Represents the latest message we've seen in the channel.
private var lastSeenThreadMessage: Message? by mutableStateOf(null)	Represents the latest message we've seen in the active thread.
private var scrollToMessage: Message? = null	Represents the message we wish to scroll to.
"private val logger = StreamLog.getLogger(""Chat:MessageListViewModel"")"	Instance of [TaggedLogger] to log exceptional and warning cases in behavior.
init { observeTypingUsers() observeMessages() observeChannel()}	Sets up the core data loading operations - such as observing the current channel and loading messages and other pieces of information.
"private fun observeMessages() { viewModelScope.launch { channelState.filterNotNull().collectLatest { channelState ->combine(channelState.messagesState, user, channelState.reads) { state, user, reads -> when (state) { is io.getstream.chat.android.offline.plugin.state.channel.MessagesState.NoQueryActive,is io.getstream.chat.android.offline.plugin.state.channel.MessagesState.Loading, -> messagesState.copy(isLoading = true) is io.getstream.chat.android.offline.plugin.state.channel.MessagesState.OfflineNoResults -> messagesState.copy( isLoading = false, messageItems = emptyList(), ) is io.getstream.chat.android.offline.plugin.state.channel.MessagesState.Result -> { messagesState.copy( isLoading = false, messageItems = groupMessages( messages = filterMessagesToShow(state.messages), isInThread = false, reads = reads, ), isLoadingMore = false, endOfMessages = channelState.endOfOlderMessages.value, currentUser = user, ) } } } .catch { it.cause?.printStackTrace() showEmptyState() } .collect { newState -> val newLastMessage = (newState.messageItems.firstOrNull { it is MessageItemState } as? MessageItemState)?.message val hasNewMessage = lastLoadedMessage != null && messagesState.messageItems.isNotEmpty() && newLastMessage?.id != lastLoadedMessage?.id messagesState = if (hasNewMessage) { val newMessageState = getNewMessageState(newLastMessage, lastLoadedMessage) newState.copy( newMessageState = newMessageState, unreadCount = getUnreadMessageCount(newMessageState) ) } else { newState }  messagesState.messageItems.firstOrNull { it is MessageItemState && it.message.id == scrollToMessage?.id }?.let { focusMessage((it as MessageItemState).message.id) }  lastLoadedMessage = newLastMessage } } } }"	"Starts observing the messages in the current channel. We observe the 'messagesState', 'user' and endOfOlderMessages' states, as well as build the `newMessageState` using [getNewMessageState] and combine it into a [MessagesState] that holds all the information required for the screen."
private fun observeTypingUsers() { viewModelScope.launch { channelState.filterNotNull().flatMapLatest { it.typing }.collect { typingUsers = it.users }} }	Starts observing the list of typing users.
"private fun observeChannel() { viewModelScope.launch {channelState.filterNotNull().flatMapLatest { state  >combine(state.channelData,state.membersCount,state.watcherCount,) { _, _, _ ->state.toChannel()}}.collect { channel  >chatClient.notifications.dismissChannelNotifications(channelType = channel.type,channelId = channel.id)setCurrentChannel(channel)}}}"	"Starts observing the current [Channel] created from [ChannelState]. It emits new data when either channel data, member count or online member count updates."
private fun setCurrentChannel(channel: Channel) { this.channel = channel }	"Sets the current channel, used to show info in the UI."
private fun filterMessagesToShow(messages: List<Message>): List<Message> { val currentUser = user.value return messages.filter { val shouldShowIfDeleted = when (deletedMessageVisibility) { DeletedMessageVisibility.ALWAYS_VISIBLE -> true DeletedMessageVisibility.VISIBLE_FOR_CURRENT_USER -> { !(it.deletedAt != null && it.user.id != currentUser?.id) } else -> it.deletedAt == null } val isSystemMessage = it.isSystem() || it.isError()  shouldShowIfDeleted || (isSystemMessage && showSystemMessages) } }	Used to filter messages which we should show to the current user.
"private fun getNewMessageState(lastMessage: Message?, lastLoadedMessage: Message?): NewMessageState? { val currentUser = user.value  return if (lastMessage != null && lastLoadedMessage != null && lastMessage.id != lastLoadedMessage.id) { if (lastMessage.user.id == currentUser?.id) { MyOwn } else { Other } } else { null } }"	"Builds the [NewMessageState] for the UI, whenever the message state changes. This is used to allow us to show the user a floating button giving them the option to scroll to the bottom when needed."
private fun getUnreadMessageCount(newMessageState: NewMessageState? = currentMessagesState.newMessageState): Int { if (newMessageState == null || newMessageState == MyOwn) return 0  val messageItems = currentMessagesState.messageItems val lastSeenMessagePosition = getLastSeenMessagePosition(if (isInThread) lastSeenThreadMessage else lastSeenChannelMessage) var unreadCount = 0  for (i in 0..lastSeenMessagePosition) { val messageItem = messageItems[i]  if (messageItem is MessageItemState && !messageItem.isMine && messageItem.message.deletedAt == null) { unreadCount++ } }  return unreadCount }	"Counts how many messages the user hasn't read already. This is based on what the last message they've seen is, and the current message state."
private fun getLastSeenMessagePosition(lastSeenMessage: Message?): Int { if (lastSeenMessage == null) return 0  return currentMessagesState.messageItems.indexOfFirst { it is MessageItemState && it.message.id == lastSeenMessage.id } }	Gets the list position of the last seen message in the list.
public fun updateLastSeenMessage(message: Message) { val lastSeenMessage = if (isInThread) lastSeenThreadMessage else lastSeenChannelMessage  if (lastSeenMessage == null) { updateLastSeenMessageState(message) return }  if (message.id == lastSeenMessage.id) { return }  val lastSeenMessageDate = lastSeenMessage.createdAt ?: Date() val currentMessageDate = message.createdAt ?: Date() if (currentMessageDate < lastSeenMessageDate) { return } updateLastSeenMessageState(message) } 	Attempts to update the last seen message in the channel or thread. We only update the last seen message the first time the data loads and whenever we see a message that's newer than the current last seen message.
"private fun updateLastSeenMessageState(currentMessage: Message) { if (isInThread) { lastSeenThreadMessage = currentMessage  threadMessagesState = threadMessagesState.copy(unreadCount = getUnreadMessageCount()) } else { lastSeenChannelMessage = currentMessage  messagesState = messagesState.copy(unreadCount = getUnreadMessageCount()) }  val (channelType, id) = channelId.cidToTypeAndId()  val latestMessage: MessageItemState? = currentMessagesState.messageItems.firstOrNull { messageItem -> messageItem is MessageItemState } as? MessageItemState  if (currentMessage.id == latestMessage?.message?.id) { chatClient.markRead(channelType, id).enqueue() } }"	Updates the state of the last seen message. Updates corresponding state based on [isInThread].
"private fun showEmptyState() { messagesState = messagesState.copy(isLoading = false, messageItems = emptyList()) }"	"If there's an error, we just set the current state to be empty - 'isLoading' as false and 'messages' as an empty list."
"public fun loadMore() { if (chatClient.clientState.isOffline) return val messageMode = messageMode  if (messageMode is MessageMode.MessageThread) { threadLoadMore(messageMode) } else { messagesState = messagesState.copy(isLoadingMore = true) chatClient.loadOlderMessages(channelId, messageLimit).enqueue() } }"	Triggered when the user loads more data by reaching the end of the current messages.
